Calories,Protein,Fat,Carbs,Sugar,Fiber,Sodium,Cholesterol,Glycemic_Index,Water_Content,Serving_Size,Meal_Type,Preparation_Method,Is_Vegan,Is_Gluten_Free,Food_Name
290.463672688229,14.340083634707247,14.152607575057266,35.266644419786616,4.828030163780354,1.2914320542069158,647.5533885081925,24.990309161704857,81.57589628074182,45.66911782662565,197.57004256332954,dinner,fried,False,False,Pizza
212.6267481130054,4.0809078866303174,11.621583825141595,23.21895662182417,16.347814205204134,0.13030342141248558,68.57241407856299,34.301652263407185,69.52249230111168,49.854415352308955,103.83350985259531,snack,raw,False,True,Ice Cream
330.6954084149074,14.326708028154393,19.747680154848076,29.47916362891315,6.251137488013761,0.7944768545627452,663.1718590772716,34.816834318538156,62.55238420303471,40.13286566396185,198.98936724298508,snack,raw,False,False,Burger
198.0707980587721,9.4524448231266,5.475895856394791,32.097877631638504,2.984620508219468,1.7104683130542868,300.74954264870007,28.510997575698347,68.68885298010314,57.423461240138515,135.71420241177694,lunch,fried,False,True,Sushi
274.4962284425077,6.099547004045098,16.25600221432051,29.75663812870014,17.352958474995326,1.4656763292670307,296.3149582891113,15.403173259720512,70.38505937308672,33.17046028055932,73.01947373316766,snack,baked,False,False,Donut
264.5653485793236,13.211819686889882,13.835273798650967,35.0480550753857,5.918732693785017,2.403751221052318,666.1344410228479,43.98894993498871,64.20033423731843,41.45970377823686,178.40832500292737,breakfast,raw,False,False,Burger
229.26361514853153,2.187770649521267,9.844100903648588,26.820159111936263,22.261038705686584,0.5493101769256105,72.66246266314408,29.365213481839064,66.91652228952836,50.4119273993803,100.81547512635296,snack,baked,False,True,Ice Cream
188.76595731764965,2.486270012666132,9.479712571218899,21.36523505267704,19.171841056651093,0.6733453384216406,86.42856085696525,36.619751752320646,59.062832913650496,54.00752939874599,89.06818835745639,breakfast,grilled,False,True,Ice Cream
342.05522277282876,28.25227073309663,28.55727275390807,0.0,0.0,0.0,87.90440142048585,79.94900531050139,0.9572291760524095,54.259188434772746,192.96036623018807,snack,grilled,False,True,Steak
349.8751401948278,14.279346214991827,17.966512196635627,33.32502040050634,6.90750064632262,0.4442090175519877,740.477216720151,32.60928063890748,75.01532760232838,48.580037748184395,174.06156720581282,breakfast,raw,False,False,Burger
295.50850924634045,10.655712262452184,10.001007384174923,33.15621328157467,5.425774082956178,4.035225767551848,642.3530214672503,36.10778382708186,80.31653253841172,39.05574547807626,198.8289926297924,lunch,grilled,False,False,Pizza
286.4114871805566,14.537850028345373,12.370993668007937,36.34184388589673,5.261744897179293,1.05229584165543,735.3674324350851,38.40243886050369,70.27645048809238,42.143981830831265,181.90172499254788,dinner,grilled,False,False,Burger
348.2815275064082,17.15509334723058,8.6873546278458,28.61174093067917,5.040861888325016,1.6665652135781828,638.7759762070548,21.69459818270547,76.48988067832074,41.19850512242883,202.51156334664918,lunch,raw,False,False,Pizza
207.37509851301465,10.637497108230036,10.149846658544543,21.84777114952026,4.694717121253075,2.5639980684462866,327.44697025991746,10.013324715290693,60.945156435934706,56.095928405890696,149.74190912015962,dinner,baked,False,True,Sushi
415.819280332767,28.265491326579713,23.01069201234565,0.31683650924601153,0.0,0.0,85.59913237621551,77.94391982435965,0.0,53.362098976430914,191.80948374088265,lunch,fried,False,True,Steak
408.4571097705502,13.488431246631794,21.031441040530922,32.89898325675343,4.507360198089484,3.454306489862057,695.3009202966695,38.03998577933316,77.25250348650594,37.66115260931988,178.43865054511585,snack,baked,False,False,Burger
